,listing_id,price,nbhood_full,description,room_type,host_name,last_review,borough
275,113265,55,"Brooklyn, Crown Heights",Brooklyn- Crown Heights Garden Apt.,private room,Anthony,June 21 2019,Brooklyn
276,113945,85,"Manhattan, Hell's Kitchen",Cozy room in Time Square!,private room,Natalia,May 11 2019,Manhattan
277,114123,199,"Brooklyn, South Slope",Large Park Slope Townhouse Duplex,entire home/apt,Susi,May 19 2019,Brooklyn
278,114229,211,"Manhattan, Lower East Side",Lower East Side 2 Bedroom Apt,entire home/apt,Tony,June 08 2019,Manhattan
279,115535,65,"Manhattan, Harlem",Sun-Drenched Hamilton Hts Jewel,private room,Jane,June 01 2019,Manhattan
280,115678,99,"Manhattan, Harlem",Your Stunning Vacation Apartment!,entire home/apt,Will,June 23 2019,Manhattan
281,115748,110,"Queens, Astoria",1 BDRM Apt-Weekend Sublease,entire home/apt,Lilly,June 16 2019,Queens
282,116940,80,"Brooklyn, Crown Heights",ROOM WITH A  KITCHENETTE,entire home/apt,Marylyn,June 24 2019,Brooklyn
283,118061,110,"Brooklyn, Bedford-Stuyvesant",Style in Stuyvesant Heights,entire home/apt,Roberta,June 28 2019,Brooklyn
284,118430,290,"Manhattan, Chelsea",Heart of Meatpacking & Chelsea,private room,Paul,January 03 2019,Manhattan
285,120362,190,"Brooklyn, Williamsburg",Williamsburg apartment right by the subway,entire home/apt,Itamar,July 02 2019,Brooklyn
286,121687,200,"Brooklyn, Williamsburg",Spacious Brooklyn Loft - 2 Bedroom,entire home/apt,Vikram,June 23 2019,Brooklyn
287,123784,110,"Manhattan, Harlem",NYC Studio for Rent in Townhouse,entire home/apt,Christopher,June 16 2019,Manhattan
288,125053,395,"Manhattan, East Village",‚ö°Quiet Gem w/roof deck on NY's Hottest Street‚ö°,entire home/apt,Justin,July 01 2019,Manhattan
289,125163,99,"Brooklyn, Bedford-Stuyvesant",Authentic New York City Living,private room,Rodney,June 03 2019,Brooklyn
290,125594,39,"Brooklyn, Kensington",SUPER BIG AND COZY PRIVATE BEDROOM,private room,Antonín,May 19 2019,Brooklyn
291,126443,189,"Manhattan, East Village",‚òÜMassive DUPLEX‚òÜ 2BR & 2BTH East Village 9+ Guests,entire home/apt,Seith,July 07 2019,Manhattan
292,128975,122,"Manhattan, Harlem",City Room - Street View Apt,entire home/apt,Wayne,June 13 2019,Manhattan
293,131154,165,"Brooklyn, Greenpoint",Cozy and Bright One Bedroom in BK,entire home/apt,Lauren,July 07 2019,Brooklyn
294,132516,97,"Queens, Forest Hills",Forest Hills Apt minutes to midtown Manhattan,entire home/apt,Jean,July 01 2019,Queens
295,133025,130,"Manhattan, Murray Hill",Midtown cozy convenient,private room,Tracy,June 06 2019,Manhattan
296,134934,225,"Brooklyn, Williamsburg",Prime Williamsburg Apartment,entire home/apt,Giovanni,May 30 2019,Brooklyn
297,135393,50,"Brooklyn, East Flatbush","Private, spacious room in Brooklyn",private room,Karen,June 24 2019,Brooklyn
298,135465,170,"Brooklyn, Fort Greene",Garden apartment close to Manhattan,entire home/apt,Christopher,June 20 2019,Brooklyn
299,136493,250,"Brooklyn, Park Slope",Stunning arty 3200sf 3FLR+3BR townhome w/terrace,entire home/apt,Irena,May 27 2019,Brooklyn
300,139624,64,"Brooklyn, Crown Heights","Spacious,Sunny, private one bedroom",entire home/apt,Jessica,January 31 2019,Brooklyn
301,140133,249,"Brooklyn, Williamsburg",Truly Amazing Oasis In The City,entire home/apt,Daniel,July 05 2019,Brooklyn
302,140973,185,"Manhattan, East Village","East Village, King-Sized, Charmer",entire home/apt,Dave,May 26 2019,Manhattan
303,141154,120,"Brooklyn, Boerum Hill",Affordable Furnished Apartment,entire home/apt,Mark,June 22 2019,Brooklyn
304,141984,175,"Manhattan, Nolita",Charming Nolita Apartment!!,entire home/apt,Vanessa,June 10 2019,Manhattan
305,144087,259,"Manhattan, Harlem",LUXURY OF THE HORIZON,entire home/apt,Rinaldo,May 18 2019,Manhattan
306,146754,250,"Brooklyn, Windsor Terrace",Three-bedroom house in a quiet neighborhood,entire home/apt,Meighan,April 27 2019,Brooklyn
307,147586,295,"Manhattan, Harlem",Beautiful Duplex w/Private Garden,entire home/apt,Julie,June 16 2019,Manhattan
308,148259,451,"Brooklyn, Williamsburg",Garage Designer Loft,entire home/apt,Mihalis,May 11 2019,Brooklyn
309,148825,165,"Manhattan, Upper West Side",Best City Area Columbia U Upper West Side C Park,entire home/apt,B.,June 29 2019,Manhattan
310,149777,77,"Bronx, Woodlawn",Artsy 1 bedroom Apt. 20 min to 42nd Grand Central!,entire home/apt,"Dee, Dre & Mama Shelley",June 23 2019,Bronx
311,150804,250,"Manhattan, Lower East Side",Lower East Side 2 Bed Apt.,entire home/apt,Peter,July 06 2019,Manhattan
312,151199,129,"Queens, Astoria",Astoria-Private Home NYC-,entire home/apt,Gladys & Bob,July 03 2019,Queens
313,152078,95,"Manhattan, East Village",CHARMING PRIVATE BEDROOM EAST VILLAGE,private room,Ewelina,February 12 2019,Manhattan
314,152259,55,"Manhattan, Harlem",City Room - Semi Private Bedroom,private room,Wayne,May 28 2019,Manhattan
315,152263,300,"Manhattan, Harlem",Cozy apartment in a brownstone,entire home/apt,William,July 06 2019,Manhattan
316,153405,125,"Brooklyn, Greenpoint",Greenpoint Spacious Loft,entire home/apt,Pat,June 16 2019,Brooklyn
317,153780,175,"Manhattan, East Village",Private E. Village Townhouse Stay,private room,Donna,June 28 2019,Manhattan
318,155296,255,"Brooklyn, Williamsburg",Incredible Prime Williamsburg Loft!,entire home/apt,Meredith,May 02 2019,Brooklyn
319,157673,72,"Brooklyn, Bedford-Stuyvesant",Large  Loft Style  Studio  Space,entire home/apt,Tokunbo,June 16 2019,Brooklyn
320,158176,165,"Brooklyn, Williamsburg",Entire Apt in Heart of Williamsburg,entire home/apt,Laura,June 29 2019,Brooklyn
321,158290,75,"Brooklyn, Clinton Hill",Clinton Hill + Free Coffee = #smile,private room,Pepe,May 20 2019,Brooklyn
322,158955,139,"Brooklyn, Williamsburg",PRIVATE and SUNNY Williamsburg Apt!,entire home/apt,Amia,June 29 2019,Brooklyn
323,159749,88,"Brooklyn, Bedford-Stuyvesant",Purple Room for 2/3 in brownstone $1450 per month,private room,JT And Tiziana,July 01 2019,Brooklyn
324,159815,80,"Brooklyn, Bedford-Stuyvesant",Red Room for two in Brownstone for $1355/mo,private room,JT And Tiziana,June 24 2019,Brooklyn
325,159913,150,"Manhattan, Chelsea","Chelsea living, 2BR best location",private room,Kaye,July 03 2019,Manhattan
326,160609,200,"Manhattan, Upper West Side",LOCATION LOCATION LOCATION UWS 60's,entire home/apt,Ligia,January 01 2019,Manhattan
327,160994,200,"Manhattan, East Village",In the heart of East Village,entire home/apt,James,June 24 2019,Manhattan
328,161366,42,"Queens, Sunnyside",Sunny 15min to Manhattan LADY only,private room,Lucy,June 01 2019,Queens
329,161996,295,"Manhattan, Harlem",Manhattan Penthouse-Max.12 guests,entire home/apt,"Robert ""Bob""",June 26 2019,Manhattan
330,162508,130,"Brooklyn, Crown Heights",Beautiful Brooklyn Oasis,entire home/apt,Placid,June 28 2019,Brooklyn
331,163809,198,"Manhattan, Harlem",Cool & Spacious Harlem Artist Flat,entire home/apt,Jorin,June 03 2019,Manhattan
332,163814,99,"Manhattan, East Village",‚òÜ STUDIO East Village ‚òÜ Own bath! ‚òÜ Sleeps 4 ‚òÜ,entire home/apt,Seith,July 05 2019,Manhattan
333,163836,46,"Brooklyn, Greenpoint",Greenpoint Loft / Le Chez Andrea,private room,Andrea,June 08 2019,Brooklyn
334,164989,140,"Manhattan, SoHo","*SoHo: Clean, Safe, Private, Peaceful Bedroom (A)*",private room,Jade,June 16 2019,Manhattan
335,165461,75,"Manhattan, Morningside Heights",Couldn't Be Closer To Columbia Uni2,private room,Rahul,January 01 2019,Manhattan
336,165824,33,"Queens, Sunnyside",Lady only Curtain-divided room,private room,Lucy,May 01 2019,Queens
337,166172,60,"Brooklyn, Bushwick",LG Private Room/Family Friendly,private room,Wanda,July 07 2019,Brooklyn
338,166541,75,"Manhattan, Washington Heights",Spacious Quiet rm - 20mins to Midtown,private room,Yvette,June 15 2019,Manhattan
339,167482,185,"Manhattan, Upper West Side",Charming upper west side apartment,entire home/apt,Barbara,June 07 2019,Manhattan
340,168084,190,"Manhattan, East Village",Light-filled East Village Delight,entire home/apt,Chris,June 30 2019,Manhattan
341,168123,105,"Brooklyn, South Slope","Sunny, quiet, legal homelike suite-Pk Slope South",entire home/apt,Sara,July 01 2019,Brooklyn
342,169002,65,"Manhattan, Harlem",Modern Space in Charming Pre-war,private room,Alec,June 16 2019,Manhattan
343,169306,37,"Bronx, University Heights",Affordable & Cozy,private room,Vanessa,May 21 2019,Bronx
344,169464,85,"Brooklyn, Williamsburg",Creative Vintage Loft in S. Williamsburg,entire home/apt,Ali & SweetPea,May 16 2019,Brooklyn
345,170761,85,"Brooklyn, Fort Greene","Fort Greene, Brooklyn: Front Bedroom",private room,Doug,July 02 2019,Brooklyn
346,173072,49,"Manhattan, Harlem",Cozy Pre-War Harlem Apartment,shared room,Lewis,July 06 2019,Manhattan
347,173151,91,"Brooklyn, Greenpoint",spacious studio,private room,Jane,June 24 2019,Brooklyn
348,173742,400,"Manhattan, Gramercy","Elegant 2-BR duplex, Union Square",entire home/apt,Donna,June 23 2019,Manhattan
349,176653,100,"Manhattan, East Village",East Village bedroom w rooftop,private room,Cj,May 07 2019,Manhattan
350,176962,179,"Brooklyn, Williamsburg",Williamsburg Home Away From Home!,entire home/apt,Dani,April 13 2019,Brooklyn
351,177421,500,"Brooklyn, Greenpoint",Brand New Beautiful Duplex Apartment with Garden,entire home/apt,Sarah,June 24 2019,Brooklyn
352,177495,429,"Manhattan, Chelsea","PRIME, Luxury, Spacious 2 Bedroom Apt in Chelsea",entire home/apt,Amit,June 24 2019,Manhattan
353,177606,189,"Manhattan, Kips Bay",SPACIOUS ALCOVE STUDIO/ JUNIOR ONE,entire home/apt,Kathrine,June 23 2019,Manhattan
354,179670,120,"Manhattan, Lower East Side",High-end doorman bldg in the LES,private room,Milan,June 27 2019,Manhattan
355,179741,300,"Manhattan, Nolita",Spring & Mulberry 2 Bedroom Apartment,entire home/apt,Tony,June 28 2019,Manhattan
356,180792,95,"Queens, Astoria",Modern Garden Apartment in NYC,entire home/apt,Jason,April 04 2019,Queens
357,181972,199,"Manhattan, Harlem",Gorgeous Entire Manhattan Townhouse,entire home/apt,Rosario,June 02 2019,Manhattan
358,182069,120,"Manhattan, East Harlem",Cozy studio Apartment in Upper East,entire home/apt,Mat,June 20 2019,Manhattan
359,182095,199,"Manhattan, West Village",Historic classic central cozy Village clean NYU,entire home/apt,Mike,April 29 2019,Manhattan
360,182177,125,"Bronx, Allerton",A PRIVATE FLAT / APARTMENT- $SPECIAL$,entire home/apt,Christian & Carla,June 20 2019,Bronx
361,182649,70,"Brooklyn, Williamsburg",Williamsburg bedroom by Bedford Ave,private room,Obed,June 18 2019,Brooklyn
362,185266,75,"Brooklyn, Williamsburg",Clean and bright with a comfortable atmosphere,private room,Lisa,July 06 2019,Brooklyn
363,187566,99,"Brooklyn, Bedford-Stuyvesant",Historic Brooklyn Studio Apartment,entire home/apt,Andrew & Markus,June 10 2019,Brooklyn
364,189135,99,"Manhattan, Hell's Kitchen",Hell's Kitchen Funky 80's Hideaway!,private room,Michael,July 01 2019,Manhattan
365,189732,169,"Brooklyn, East New York",Family & Friends in New York City,entire home/apt,O'Dell,June 29 2019,Brooklyn
366,189787,99,"Brooklyn, Crown Heights",Spacious & Comfy BK Brownstone,entire home/apt,Sundiata,June 30 2019,Brooklyn
367,190267,169,"Manhattan, Upper East Side",Large Luxury Upper East Side Studio,entire home/apt,Marina,July 07 2019,Manhattan
368,190542,160,"Brooklyn, Bedford-Stuyvesant",Chateau Style Brooklyn Loft for Singles or Couples,entire home/apt,Farrah,May 18 2019,Brooklyn
369,190968,215,"Brooklyn, Prospect Heights",Lovely Brooklyn Brownstone 1BR!,entire home/apt,Karen,May 08 2019,Brooklyn
370,190974,130,"Brooklyn, Park Slope",Beautiful Grdn. Apt. in Park Slope,entire home/apt,Alan,May 29 2019,Brooklyn
371,191075,110,"Manhattan, East Village",Sun-drenched East Village Penthouse,private room,Matthew,March 28 2019,Manhattan
372,193105,150,"Manhattan, Hell's Kitchen",Columbus Circle Luxury Bldg - Private Room&Bath,private room,Marcela,June 29 2019,Manhattan
373,193393,75,"Queens, Sunnyside","Spacious, Kid-Friendly, and 15-20 Mins. to Midtown",private room,Mike,June 25 2019,Queens
374,195123,50,"Manhattan, Washington Heights","Cheerful, comfortable room",private room,Susan,June 12 2019,Manhattan
375,195233,43,"Brooklyn, Prospect-Lefferts Gardens",Hospitality on Propsect Pk-12 yrs Hosting Legally!,private room,Dennis,July 04 2019,Brooklyn
376,195240,42,"Brooklyn, Prospect-Lefferts Gardens","Prospect Pk*NYC in 5 stops* Cozy,Clean & Legal!",private room,Dennis,June 17 2019,Brooklyn
377,195971,139,"Brooklyn, Bedford-Stuyvesant",2 Beds over Bed-Stuy,entire home/apt,Tim,June 23 2019,Brooklyn
378,195989,105,"Brooklyn, Park Slope","Sunny, Large, Park Slope Bedroom",private room,Elizabeth,June 15 2019,Brooklyn
